name,price,status,shipping,free_returns,items_sold
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, an",475,Pre-Owned,0,False,
New ListingThe Death and Life of Great American Cities,572,Pre-Owned,0,False,0
"Eyes on the Street: The Life of Jane Jacobs by Kanigel, Robert in Used - Good",656,Pre-Owned,0,False,
Walking in the City with Jane : A Story of Jane Jacobs Hardcover,597,Pre-Owned,0,False,
"New ListingVisionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters ",1198,Pre-Owned,0,False,
"Dark Age Ahead by Jacobs, Jane Book The Fast Free Shipping",769,Pre-Owned,0,False,
Dark Age Ahead by Jane Jacobs: Used,212,Pre-Owned,449,False,
The Death and Life of Great American Cities,614,Pre-Owned,0,False,0
Eyes on the Street: The Life of Jane Jacobs,593,Pre-Owned,0,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters ",644,Pre-Owned,0,True,
Jane Jacobs Смерть и жизнь больших американских городов PB Russian,1498,Pre-Owned,499,False,
Hexology The History and Meanings of Hex Signs,1399,Pre-Owned,0,True,
A Schoolteacher in Old Alaska : The Story of Hannah Breece by Jane Jacobs and H…,1899,Brand New,0,False,0
JANE JACOBS The Death and Life of Great American Cities Vintage V-241,1499,Pre-Owned,0,False,
Eyes on the Street: The Life of Jane Jacobs,452,Pre-Owned,0,False,
"The Nature of Economies by Jane Jacobs (2001, Trade Paperback)",699,New (Other),349,False,
Wrestling with Moses: How Jane Jacobs Took on New York's Master Builder and,741,Pre-Owned,449,False,
"Cities and the Wealth of Nations: Principles of Economic Life Jacobs, Jane Hard",799,Pre-Owned,399,True,
"New ListingThe Death and Life of Great American Cities (Modern Library Series), Jane Jacobs",1398,Pre-Owned,0,False,
"Dark Age Ahead by Jacobs, Jane",649,Pre-Owned,0,False,0
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters",699,Pre-Owned,399,True,
"Block by Block: Jane Jacobs - Paperback By Mennel, Timothy - GOOD",1104,Pre-Owned,0,True,
"Death&life Gr Cit.V241 by Jacobs, Jane",1000,Pre-Owned,0,True,
Systems of Survival: A Dialogue on the Moral Foundations of Commerce and...,500,Pre-Owned,0,True,
Wrestling with Moses : How Jane Jacobs Took on New York's Master,818,Pre-Owned,0,False,
"Walking in the City with Jane: A Story of Jane Jacobs by Hughes, Susan",600,Pre-Owned,0,True,
Jane Jacobs DEATH AND LIFE OF GREAT AMERICAN CITIES  Modern Library Edition 6th,5995,,695,False,
Eyes on the Street: The Life of Jane Jacobs - Hardcover - GOOD,409,Pre-Owned,0,True,
Shop on eBay,2000,Brand New,,False,
"Eyes on the Street: The Life of Jane Jacobs by Kanigel, Robert",500,Pre-Owned,0,True,
The Nature of Economies (Modern Library) by Jane Jacobs,800,Pre-Owned,0,True,
HEXOLOGY THE HISTORY AND THE MEANING OF THE HEX SYMBOLS BY JACOB ZOOK 1962,999,Pre-Owned,349,False,
"Question of Separatism by Jacobs, Jane",800,Pre-Owned,0,True,
The Twelve Dancing Princesses,500,Pre-Owned,0,True,
"Dark Age Ahead by Jacobs, Jane",649,Pre-Owned,0,False,0
The Nature of Economies Jane Jacobs,621,Pre-Owned,0,False,
"The Death and Life of Great American Cities by Jane Jacobs (1992, Trade...",1000,New (Other),416,False,
The bluefish cookbook by Jane Alexander; Greta Jacobs,500,Pre-Owned,0,True,
Dark Age Ahead Paperback Jane Jacobs,510,Pre-Owned,0,True,
The Battle for Gotham: New York in the Shadow of Robert Moses and Jane Jacobs,800,Pre-Owned,0,True,
Genius of Common Sense: Jane Jacobs and the Story of the Death and Life of...,800,Pre-Owned,0,True,
Dark Age Ahead by Jane Jacobs,600,New (Other),0,True,
"Barton Mumaw & Jane Sherman BARTON MUMAW, DANCER From Denishawn to Jacob's Pillo",5995,,695,False,
"Dark Age Ahead by Jacobs, Jane",500,Pre-Owned,0,True,
"Walking in the City with Jane: A Story of Jane Jacobs by Hughes, Susan",700,Pre-Owned,0,True,
Jane Jacobs : Urban Visionary Hardcover Alice Sparberg Alexiou,805,Pre-Owned,0,False,
Vital Little Plans: The Short Works of Jane Jacobs by Jane Jacobs: Used,756,Pre-Owned,449,False,
Dark Age Ahead Hardcover Jane Jacobs,501,Pre-Owned,0,True,
Walking in the City with Jane : A Story of Jane Jacobs Hardcover,597,Pre-Owned,0,True,
The Death and Life of Great American Cities by Jane Jacobs (Vintage Paperback),732,Pre-Owned,952,False,
A Schoolteacher in Old Alaska : The Story of Hannah Breece by Jane Jacobs,827,Pre-Owned,450,True,
"The Economy of Cities Mass Market Paperbound Jane, Jacobs, Jane J",522,Pre-Owned,0,False,
The Nature of Economies Paperback Jane Jacobs,904,Pre-Owned,0,False,
New ListingMarvel Super Hero Adventures: Spider-Man,528,Pre-Owned,0,False,0
Dark Age Ahead Hardcover Jane Jacobs,501,Pre-Owned,0,False,
Jane Jacobs: The Last Interview: and Other Conversations [The Last Interview Ser,904,Pre-Owned,0,False,0
Dark Age Ahead,470,Pre-Owned,0,False,0
Jane Jacobs / THE ECONOMY OF CITIES 1st Edition 1969,4826,,400,False,
"The Nature of Economies by Jacobs, Jane",900,Pre-Owned,0,True,
Ballerina: Fashions Modern Muse by Patricia Mears (Hardcover),3652,Brand New,0,False,
"Cities and the Wealth of Nations by Jacobs, Jane",900,Pre-Owned,0,True,
Eyes on the Street: The Life of Jane Jacobs by Robert Kanigel,500,Pre-Owned,0,True,
"Jane Jacobs: Urban Visionary - Hardcover By Alexiou, Ms Alice Sparberg - GOOD",838,Pre-Owned,0,True,
Genius of Common Sense: Jane Jacobs and the Story of the Death and Life of...,1600,Pre-Owned,0,True,
Walking in the City with Jane: A Story of Jane Jacobs by Susan Hughes: Used,484,Pre-Owned,449,False,
"Modern Library Ser.: The Nature of Economies by Jane Jacobs (2000, Hardcover)",525,Pre-Owned,0,False,
Hexology : The History and Meanings of Hex Symbols. by JACOB & JANE ZOOK Paperba,956,Pre-Owned,0,False,0
"4 Contemporary Books Jane Green, Holly Chamberlin, Kris Radish, Kate Jacobs",1795,Pre-Owned,0,False,
Genius of Common Sense: Jane Jacobs and the Story of the Death and Life of...,700,Pre-Owned,0,True,
The Battle for Gotham: New York in the Shadow of Robert Moses and Jane Jacobs (P,1915,Brand New,0,True,
Dark Age Ahead Jane Jacobs,501,Pre-Owned,0,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters",1900,New (Other),395,True,
Essays on Jane Jacobs (Hardback or Cased Book),2442,Brand New,0,True,
The Death and Life of Great American Cities by Jane Jacobs: Used,762,Pre-Owned,449,False,
Wrestling with Moses : How Jane Jacobs Took on New York's Master Builder and Tra,1000,New (Other),499,False,
"The Nature of Economies (Modern Library) by Jacobs, Jane",599,Pre-Owned,0,False,0
Jane Jacobs The Economy of Cities • Hardcover Book Club Edition ☆ VG,3750,,0,False,
"The Economy of Cities by Jacobs, Jane",600,Pre-Owned,0,True,
"Dark Age Ahead , Paperback , Jacobs, Jane",495,Pre-Owned,0,False,
Dark Age Ahead by Jane Jacobs,500,Pre-Owned,0,True,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice...",700,Pre-Owned,0,True,
"Dark Age Ahead Jacobs, Jane Hardcover Used - Very Good",679,Pre-Owned,399,True,
Dark Age Ahead Paperback Jane Jacobs,510,Pre-Owned,0,True,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice...",600,Pre-Owned,0,True,
"Cities and the Wealth of Nations Paperback Jane, Jacobs, Jane Jac",501,Pre-Owned,0,False,
"Eyes on the Street: The Life of Jane Jacobs by Kanigel, Robert",500,Pre-Owned,0,True,
"Visionary Women : How Rachel Carson, Jane Jacobs, Jane Goodall, a",475,Pre-Owned,0,False,
Walking in the City with Jane: A Story of Jane Jacobs Hardcover S,597,Pre-Owned,0,False,
"The Economy of Cities Mass Market Paperbound Jane, Jacobs, Jane J",522,Pre-Owned,0,False,
"The Lost Massey Lectures by Galbraith, John; Goodman, Paul; Jacobs, Jane",500,Pre-Owned,0,True,
The Nature of Economies (Modern Library) by Jane Jacobs,600,Pre-Owned,0,True,
The Death and Life of Great American Cities by Jane Jacobs: New,1276,Brand New,449,False,0
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters",463,Pre-Owned,449,False,
Hexology : The History and Meanings of Hex Symbols. by JACOB & JANE ZOOK Paperba,1000,Pre-Owned,349,False,
Dark Age Ahead by Jane Jacobs: Used,371,Pre-Owned,449,False,
The Nature of Economies by Jane Jacobs: Used,795,Pre-Owned,449,False,
Vital Little Plans : The Short Works of Jane Jacobs Hardcover Jan,830,Pre-Owned,0,False,
"The Death And Life Of Great American Cities - Jane Jacobs (Paperback, 1989)",1820,Pre-Owned,0,False,
"The Nantucket Diet: A Safe and Effe- 9780345476777, Jane Conway Caspe, hardcover",442,Pre-Owned,0,False,
Cities and the Wealth of Nations : Principles of Economic Life Ja,722,Pre-Owned,0,False,
New ListingThe Death and Life of Great American Cities (Modern Library Series) by Jane Jac,702,Pre-Owned,0,True,
"The Nature of Economies by Jacobs, Jane",900,New (Other),0,True,
"Cities and the Wealth of Nations: Principles of Economic Life by Jacobs, Jane",600,Pre-Owned,0,True,
"Dark Age Ahead - hardcover, Jane Jacobs, 0679313095, new",3274,Brand New,0,False,
Shop on eBay,2000,Brand New,,False,
Wrestling with Moses: How Jane Jacobs Took on New York's Master Builder and...,1000,Pre-Owned,0,True,
"The Economy of Cities , mass_market ,",675,Pre-Owned,0,False,
"Eyes on the Street : The Life of Jane Jacobs by Robert Kanigel (2016, Hardcover)",600,Pre-Owned,416,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice...",500,Pre-Owned,0,True,
The Innocents Abroad: Or the New Pilgrim's Jane Jacobs New Paperback Luggage Tag,2499,Brand New,416,False,
MAD about Super Heroes Hardcover John Ficarra,525,Pre-Owned,0,True,
The Battle for Gotham: New York in the Shadow of Robert Moses and Jane Jacobs,900,Pre-Owned,0,True,
JANE JACOBS ~ THE DEATH AND LIFE OF GREAT AMERICAN CITIES  ~ 1st 1961 Vintage pb,3500,,495,False,
Wrestling with Moses : How Jane Jacobs Took on New York's Master,703,Pre-Owned,0,False,
"Systems of Survival: A Dialogue on the Moral Founda... by Jacobs, Jane Paperback",769,Pre-Owned,0,False,
THE DEATH AND LIFE OF GREAT AMERICAN CITIES by JANE JACOBS,1100,Pre-Owned,1759,False,
Original Bluefish Cookbook : Delicious Ways to Deal with the Blue,647,Pre-Owned,0,False,
"Death and Life of Great American Cities, Hardcover by Jacobs, Jane; Epstein, ...",1955,New (Other),0,False,0
Cities and the Wealth of Nations Hardcover Jane Jacobs 1st Ed 1984 ACCEPTABLE,2999,Pre-Owned,0,True,
"Bluefish Cookbook By Creta Jacobs, Jane Alexander",7500,Pre-Owned,0,False,
The Original Bluefish Cookbook: Delicious Ways to Deal with the Blues,700,Pre-Owned,0,True,
"The Lost Massey Lectures: Recovered Classics from Five Great ... by Jacobs, Jane",769,Pre-Owned,0,False,
New ListingThe Economy of Cities,1807,Brand New,0,False,
"Dark Age Ahead by Jacobs, Jane",750,Pre-Owned,0,True,
Genius of Common Sense : Jane Jacobs and the Story of the Death a,651,Pre-Owned,0,True,
"The Nature of Economies (Modern Library) - Hardcover By Jacobs, Jane - VERY GOOD",644,Pre-Owned,0,True,
Marvel Super Hero Adventures: Spider-Man by Sholly Fisch (Paperback),199,Pre-Owned,399,False,
Eyes on the Street: The Life of Jane Jacobs Hardcover Robert Kani,475,Pre-Owned,0,True,
"Dark Age Ahead by Jacobs, Jane Book The Fast Free Shipping",939,Pre-Owned,0,False,
"Systems Of Survival: A Dialogue on the Moral Founda... by Jacobs, Jane Paperback",1000,Pre-Owned,349,False,
Wrestling with Moses: How Jane Jacobs Took On New York's Master Builder and Tra,899,Pre-Owned,399,True,
"The Death and Life of Great American Cities by Jacobs, Jane",942,Pre-Owned,0,False,0
The Death and Life of Great American Cities (067974195X),1499,Brand New,0,False,
"Twelve Dancing Princ by Grimm, Wilhelm; Grimm, Jacob W.; Ray, Jane",1900,Pre-Owned,0,True,
Marc By Marc Jacobs Womens Suzi Black Velvet Mary Jane Buckle Espadrilles Size 9,26400,Brand New,1810,True,
"Walking in the City with Jane: A Story of Jane Jacobs by Hughes, Susan",700,Pre-Owned,0,True,
"Eyes on the Street: The Life of Jane Jacobs by Kanigel, Robert",600,Pre-Owned,0,True,
"New ListingThe Death and Life of Great American Cities Hardcover Jane, Jacob",1091,Pre-Owned,0,False,
"Who the Hell is Jane Jacobs?: And what are her theories al... by Talbot, Deborah",819,Pre-Owned,0,False,
Jane Jacobs: the Last Interview : And Other Conversations Paperba,980,Pre-Owned,0,False,
"Dark Age Ahead by  , paperback",420,Pre-Owned,0,True,
Jane Jacobs: The Last Interview: And Other Conversations by Jane Jacobs: Used,6138,Pre-Owned,449,False,
The Death and Life of Great American Cities,658,Pre-Owned,0,False,
"The Nature of Economies by Jacobs, Jane",700,Pre-Owned,0,True,
"The Nature of Economies by Jacobs, Jane",800,Pre-Owned,0,True,
The Economy of Cities by Jane Jacobs (English) Mass Market Paperback Book,1776,Brand New,0,False,
Wrestling with Moses : How Jane Jacobs Took on New York's Master,703,Pre-Owned,0,True,
Cities and the Wealth of Nations : Principles of Economic Life Jane Jacobs 1stEd,1600,Pre-Owned,416,False,
Wrestling with Moses : How Jane Jacobs Took on New York's Master,818,Pre-Owned,0,False,
Hexology The History And Meaning Of The Hex Symbols By Jacob & Jane Zook 1974,2600,Pre-Owned,416,True,
Eyes on the Street : The Life of Jane Jacobs Hardcover Robert Kan,12700,Pre-Owned,0,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters",264,Pre-Owned,449,False,
The Urban Archetypes of Jane Jacobs and Ebenezer Howard: Contradiction and: Used,5793,Pre-Owned,449,False,
New ListingThe Death and Life of Great American Cities,1920,Brand New,0,False,
The Twelve Dancing Princesses Hardcover Jacob Ludwig Carl Grimm,451,Pre-Owned,0,False,
"Cities and the Wealth of Nations: Principles of Economic Life by Jacobs, Jane",500,Pre-Owned,0,True,
New ListingThe Nature of Economies,1920,Brand New,0,False,
"`Jacobs, Jane` Cities And The Wealth Of Nations: Principles Of Economic BOOK NEW",1524,Brand New,0,False,
"Women Who Invented the Sixties: Ella Baker, Jane Jacobs, Rachel Carson, and",937,Pre-Owned,449,False,
Hexology The History and The Meaning of Hex Symbols 1976 by Jacob & Jane Zook ,1199,Pre-Owned,685,False,
Dark Age Ahead,598,Pre-Owned,0,False,
Essays On Jane Jacobs,2603,Brand New,0,False,
Genius of Common Sense: Jane Jacobs and the Story of the Death and Life of Gre..,1860,Pre-Owned,0,True,
EYES ON THE STREET THE LIFE OF JANE JACOBS BY ROBERT KANIGEL FIRST EDITION HC/DJ,1400,Pre-Owned,450,False,
1972 Hexology The History Meaning of the Hex Symbols Jacob Jane Zook Booklet 9th,1000,Pre-Owned,300,False,
The Death and Life of Great American Cities by Jane Jacobs (English) Paperback B,1695,Brand New,0,False,
New ListingMarvel Super Hero Adventures: Spider-Man,528,Pre-Owned,0,False,0
"The Nature of Economies (Modern Library) Jacobs, Jane Hardcover Used - Very Goo",799,Pre-Owned,0,True,
"The Economy of Cities by Jacobs, Jane, Mass Market Paperback, Used - Very Good",1131,Pre-Owned,399,False,
New ListingDark Age Ahead,1750,Brand New,0,False,
"Women Who Invented the Sixties: Ella Baker, Jane Jacobs, Rachel Carson, and Bett",2430,Brand New,0,True,
"New ListingThe Death and Life of Great American Cities, Jacobs, Jane, 9780679741954",1248,Pre-Owned,0,False,
"The Economy of Cities Mass Market Paperbound Jane, Jacobs, Jane J",12700,Pre-Owned,0,True,
Jane Jacobs Urban Visionary - Hardcover First Edition Mint Condition￼,1392,New (Other),1994,False,
Cities and the Wealth of Nations: Principles of Economic Life by Jane Jacobs (En,1724,Brand New,0,False,
"Cities and the Wealth of Nations: Prin..., Jacobs, Jane",1749,Pre-Owned,0,False,
"Dark Age Ahead by Jacobs, Jane, Paperback, Used - Very Good",699,Pre-Owned,399,False,
The Economy of Cities by Jane Jacobs: Used,1128,Pre-Owned,449,False,0
"Dark Age Ahead by Jacobs, Jane",600,Pre-Owned,0,True,
"Cities and the Wealth of Nations: Principles of Economic Life by Jacobs, Jane",500,Pre-Owned,0,True,
Shop on eBay,2000,Brand New,,False,
Vital Little Plans: The Short Works of Jane Jacobs By Jane Jacob,2416,Pre-Owned,0,False,
"The Bluefish Cookbook by Jacobs, Greta",500,Pre-Owned,0,True,
THE ECONOMY OF CITIES (PELICAN) By JANE JACOBS,2026,Pre-Owned,0,False,
The Lost Massey Lectures: Recovered Classics from Five Great Thinkers [The CBC M,420,Pre-Owned,0,True,
"The Nature of Economies ~ Jacobs, Jane",1284,Pre-Owned,0,False,
Cities and the Wealth of Nations: Principles of Economic Life by Jane Jacobs,1110,Brand New,449,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Gooda... by Barnet, Andrea",769,Pre-Owned,0,False,
"Cities and the Wealth of Nations: Principles of Economic Life by Jacobs, Jane",1499,Pre-Owned,0,False,
Jane Jacobs THE DEATH AND LIFE OF GREAT AMERICAN CITIES first edition in DJ 1961,14500,,0,False,
Modern Library Ser.: The Death and Life of Great American Cities by Jane Jacobs ,15000,New (Other),399,False,
"Eyes on the Street: The Life of Jane Jacobs by Kanigel, Robert",600,New (Other),0,True,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice...",600,New (Other),0,True,
"Dark Age Ahead by Jacobs, Jane",500,Pre-Owned,0,True,
"Dark Age Ahead - Hardcover By Jacobs, Jane - GOOD",359,Pre-Owned,0,True,
The Death And Life Of Great American Cities,1579,Brand New,0,False,
Finding Your Name: From Insecurity to Inheritance--The Lives of Isaac and Jacob,800,Pre-Owned,0,True,
"The Lost Massey Lectures by Galbraith, John; Goodman, Paul; Jacobs, Jane",500,Pre-Owned,0,True,
"Cities and the Wealth of Nations by Jacobs, Jane",900,Pre-Owned,0,True,
New ListingThe Death and Life of Great American Cities (Modern Library Series) by Jane Jac,702,Pre-Owned,0,True,
"Dark Age Ahead by Jacobs, Jane Book The Fast Free Shipping",769,Pre-Owned,0,False,
The Nature of Economies by Jane Jacobs: New,1133,Brand New,449,False,
"The Lost Massey Lectures: Recovered Classics from Five Great ... by Jacobs, Jane",769,Pre-Owned,0,False,
"Dark Age Ahead by Jacobs, Jane",524,Pre-Owned,0,True,
"Dark Age Ahead by Jacobs, Jane",853,Pre-Owned,0,True,
Wrestling with Moses : How Jane Jacobs Took on New York's Master,703,Pre-Owned,0,False,
Wrestling with Moses: How Jane Jacobs Took on New York's Master Builder and...,1000,Pre-Owned,0,True,
The Economy of Cities by Jane Jacobs: New,1160,Brand New,449,False,
"New ListingThe Death and Life of Great American Cities, Jacobs, Jane, 9780679741954",1118,Pre-Owned,0,False,
"The Bluefish Cookbook, 6th: Delicious Ways to Deal with the Blues",700,Pre-Owned,0,True,
"The Nature of Economies by Jacobs, Jane (Paperback)",1495,Pre-Owned,499,False,
"Adding Space Without Adding on: Step-By-Step Projects for Remodeling Attics,...",600,Pre-Owned,0,True,
"Dark Age Ahead by Jacobs, Jane (Paperback)",995,Pre-Owned,799,False,
"The Death and Life of Great American Cities Jacobs, Jane paperback Used - Good",1342,Pre-Owned,0,True,
The Nature of Economies,871,Pre-Owned,0,True,
Dark Age Ahead by Jane Jacobs: Used,2226,Pre-Owned,449,False,
"A Quiet Revolution: British Sculpture Since 1965 by Jacob, Mary Jane Hardback",919,Pre-Owned,0,False,
Wrestling with Moses: How Jane Jacobs Took On New York's Master Builder and,2099,Brand New,0,False,
The Death and Life of Great American Cities By Jane Jacobs 1992,1583,Pre-Owned,416,False,
"Remodeling Basements, Attics & Garages: Step-By-Step Projects for Adding...",500,Pre-Owned,0,True,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Wat,",995,Pre-Owned,799,False,
The Economy of Cities,600,Pre-Owned,0,False,
"Dark Age Ahead by Jacobs, Jane Book The Fast Free Shipping",769,Pre-Owned,0,False,
Vital Little Plans: The Short Works of Jane Jacobs by Jane Jacobs: New,1526,Brand New,449,False,0
Ballerina: Fashion's Modern Muse by Patricia Mears: New,4686,Brand New,399,False,0
The Battle for Gotham: New York in the Shadow of Robert Moses and Jane Jacobs,1585,Pre-Owned,449,False,
Dark Age Ahead,565,Pre-Owned,0,False,0
Eyes on the Street: The Life of Jane Jacobs,1351,Brand New,0,False,
"Bauhaus News: Contemporary Remarks, , Very Good Book",2086,Pre-Owned,0,False,
The Death and Life of Great American Cities: 50th Anniversary Edition by Jane Ja,2090,Brand New,0,False,23
Cities and the Wealth of Nations: Principles of Economic Life by Jane Jacobs,1079,Pre-Owned,449,False,
The Death and Life of Great American Cities Jane Jacobs,1200,Pre-Owned,416,False,0
Dark Age Ahead by Jane Jacobs: New,1107,Brand New,449,False,
"The Innocents Abroad: Or, the New Pilgrim's... by Jane Jacobs (Introdu Paperback",769,Pre-Owned,0,False,
A Schoolteacher in Old Alaska The Story of Hannah Breece,495,Pre-Owned,379,True,
Eyes On The Street: The Life of Jane Jacobs by Robert Kanigel: New,1008,Brand New,449,False,
Jane Jacobs Dark Age Ahead BOOK NEW,1617,Brand New,0,False,
Essays on Jane Jacobs,3309,Brand New,0,False,
The Twelve Dancing Princesses by Jacob Ludwig Carl Grimm: Used,423,Pre-Owned,449,False,
"Eyes On The Street: The Life of Jane Jacobs by Kanigel, Robert Book The Fast",1952,Pre-Owned,0,False,
"The Nature of Economies by Jacobs, Jane",1275,Pre-Owned,0,True,
Jacobs Jane Nature Of Economies BOOK NEW,1994,Brand New,0,False,
"The Economy of Cities by Jane Jacobs and Jane Jacobs (1970, Mass Market)",1219,Pre-Owned,0,False,
Fairy Stories Retold by Jane Carruth Introduction by Julie Andrews 1975,1246,Pre-Owned,0,False,
The Original Bluefish Cookbook: Delicious Ways to Deal with the Blues (Globe Peq,615,New (Other),0,True,
"Visionary Women: How Rachel Carson, Jane Jacobs, J... by Barnet, Andrea Hardback",1455,Pre-Owned,0,False,
"Cities and the Wealth of Nations: Principles of Economic Life Jacobs, Jane Pape",629,Pre-Owned,0,True,
New ListingCities and the Wealth of Nations  Principles of Economic Life,1750,Brand New,0,False,
Cities and the Wealth of Nations : Principles of Economic Life by Jane Jacobs...,567,Pre-Owned,399,False,
Vital Little Plans: The Short Works of Jane Jacobs,1816,Brand New,0,False,
VINTAGE HOW TO PAINT-DECORATE FURNITURE - TINWARE PENNSLVANIA DUTCH/BY JANE ZOOK,1299,New (Other),0,False,
Wrestling with Moses: How Jane Jacobs Took On New York's Master Builder and Tran,1400,Pre-Owned,349,False,
"A Schoolteacher in Old Alaska: The Story of Hannah Breece by Jacobs, Jane Book",999,Pre-Owned,0,False,0
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Waters ",1158,Brand New,0,False,
"Visionary Women: How Rachel Carson, Jane Jacobs, Jane Goodall, and Alice Wat,",995,Pre-Owned,649,False,
Seeing Differently: The Phillips Collects For A New Century,4402,Brand New,0,False,
